,nombre,categoría,descripción,sección,url
6,CST55,Moda y costura,Máquina de coser SINGER con su mesa y tapa,Máquinas de coser  ,admin/img_prod/CST55/CST55-1-720x540.png
7,COL55,Atrezzo colegio,Pupitre alto de madera.,Pupitres  ,admin/img_prod/COL55/PUP9-1-720x540.png
8,MC55,Macetero,Macetero de pino redondo,Jardín  ,admin/img_prod/MC55/MC55-1-720x540.png
9,ME55,Mesilla,Mesilla clara recta tallada con copete tallado,Dormitorio  ,admin/img_prod/ME55/ME55-1-720x540.png
10,REL55,Reloj,Reloj de mesa imperio mujer sentada peana madera,Despacho  ,admin/img_prod/REL55/REL55-720x540.png
11,TEL55,Telefonía,Teléfonos inalámbricos con contestador,,admin/img_prod/TEL55/TLF55-720x540.png
12,MYN55,Maletas y neceseres de viaje,Maleta lona verde cantoneras skay marrón,Viaje  ,admin/img_prod/MYN55/MYN55-720x540.png
13,JUG55,Juguetes,Juguetes de bebé de plástico para cuna,Juguete  ,admin/img_prod/JUG55/JUG55-720x540.png
14,JAR55,Jarrones y jarras,Jarrón cristal naranja,Adorno  Decoración  Salón  ,admin/img_prod/JAR55/JAR55-720x540.png
15,MYS55,Tocadiscos y altavoces,Tocadiscos antiguo de maleta caja madera Philips,Electrónica  Musica  Sonido  ,admin/img_prod/MYS55/MYS55-720x540.png
16,ML55,Librería,Descatalogado,Descatalogado  ,admin/img_prod/ML55/LOGOTIPO VAZQUEZ- 720x540.png
17,MED55,Atrezzo medicina,Peso de farmacia antiguo para bebé (BAS17),Farmacia  Hospital  Medicina  ,admin/img_prod/MED55/MED55-720x540.png
18,HOS55,Hospitales,Carro de hospital tubo gris y chapa,Hospital  Medicina  ,admin/img_prod/HOS55/HOS55-1-720x540.png
19,VAA55,Atrezzo vario,Caja limpiabotas antigua madera con tachuelas,Cajas  Calle  Oficios  ,admin/img_prod/VAA55/VAA55-720x540.png
20,SI55,Sillón,Sillón isabelino limoncillo tapizado tela roja,Isabelino  Salón  ,admin/img_prod/SI55/SI55-1-720x540.png
21,MV55,Muebles varios,,Descatalogado  ,admin/img_prod/MV55/LOGOTIPO VAZQUEZ- 720x540.png
22,EST55,Estufa,Cubreradiador de caoba y rejilla,Cubreradiador  Salón  ,admin/img_prod/EST55/EST55-720x540.png
23,MUS55,Instrumentos musicales,Violín madera clara con su funda,Musica  ,admin/img_prod/MUS55/MUS55 (INM42)-720x540.png
24,SIL55,Silla,Silla inglesa caoba respaldo tallado asiento tapizado,Comedor  Inglesa  Salón  ,admin/img_prod/SIL55/SIL55 (HAY 4) (1 sin asiento) 720x540.png
25,S55,Sofá,Sofá chester tapizado cuero blanco,Americano  Salón  ,admin/img_prod/S55/S55-1-720x540.png
26,TYV55,Televisores y vídeos,"Televisión portátil plástico rojo forma huevo Inter 14""",Televisor  ,admin/img_prod/TYV55/TYV55-1-720x540.png
27,PV55,Pie de vela,Candelabro imperio de metal grabado 5 luces,Candelabro  Imperio  ,admin/img_prod/PV55/PV55-720x540.png
28,TP55,Tapices y estandartes,Tapiz bordado en bastidor estilo Watteau,Palacio  ,admin/img_prod/TP55/TP55-720x540.png
29,PER55,Perchero,Perchero de colgar valenciano caoba con copete,Recibidor  Valenciano  ,admin/img_prod/PER55/PER55-720x540.png
30,BAU55,Baul,Baúl lona gris cinchas madera,Viaje  ,admin/img_prod/BAU55/BAU55-1-720x540.png
31,CDM55,Centro de mesa,Centro de mesa madera pintado blanco forma hoja,,admin/img_prod/CDM55/CDM55-720x540.png
32,FIG55,Figuras,Figura de escayola mediana,Adorno  ,admin/img_prod/FIG55/FIG55-720x540.png
33,REG55,Religión,Rosario de monja,Religioso  ,admin/img_prod/REG55/REG55-720x540.png
34,RU55,Rural,Yugo de madera con pie,Rústico  ,admin/img_prod/RU55/RU55-1-720x540.png
35,RAD55,Radios,Radio medio punto caja madera raiz,,admin/img_prod/RAD55/RAD55-720x540.png
36,ALF56,Alfombra,Alfombra nudos,Comedor  Salón  ,admin/img_prod/ALF56/ALF56-720x540.png
37,AFC56,Alfombra de cama,Alfombrín de cama lana pelo flores rojas,Dormitorio  ,admin/img_prod/AFC56/AFC56-720x540.png
38,AP56,Aparador,Aparador bajo negro tallado cabezas tapa mármol,Español  ,admin/img_prod/AP56/AP56-1-720x540.png
39,AR56,Armario,,Descatalogado  ,admin/img_prod/AR56/LOGOTIPO VAZQUEZ- 720x540.png
40,BAC56,Banco,Banco de caoba tapizado capitoné skay negro,Juzgados  ,admin/img_prod/BAC56/BAC56-1-720x540.png
41,BAN56,Banqueta,Banqueta rústica 3 patas asiento rectangular,Rústico  ,admin/img_prod/BAN56/BAN56-720x540.png
42,CA56,Cama,Cama inglesa  marquetería,Dormitorio  Inglesa  ,admin/img_prod/CA56/CA56-720x540.png
43,CO56,Cocinas,Lavadora automática carga superior Otsein,Electrodomestico  ,admin/img_prod/CO56/CO56-720x540.png
44,COM56,Comoda,Tocador riñón 4 patas torneadas pintado marrón,Dormitorio  Tocador  ,admin/img_prod/COM56/COM056.jpg
45,CON56,Consola,Consola pie flor tapa cristal,Recibidor  ,admin/img_prod/CON56/CON56-1-720x540.png
46,CU56,Cuadro,Cuadro sin marco lámina mapamundi político,Colegio  Grabado  ,admin/img_prod/CU56/CU56-720x540.png
47,ANU56,Carteles y anuncios,Cartel cartón Linimento,Tienda  ,admin/img_prod/ANU56/ANU56-720x540.png
0,ESP56,Espejo,Espejo de pared marco dorado tallado,Salón  ,admin/img_prod/ESP56/ESP56-720x540.png
1,ES56,Estanteria,Estantería de suelo de pino piramidal,Dormitorio  ,admin/img_prod/ES56/ES56-1-720x540.png
2,F56,Fichero,Fichero bajo gris con 2 puertas y ruedas,Despacho  ,admin/img_prod/F56/F56-720x540.png
3,DPT56,Deporte,Balón medicinal color,,admin/img_prod/DPT56/DPT56-720x540.png
4,LAM56,Lámpara,Lámpara de mesa mármol peana cilíndrica,Lámpara de mesa  Salón  ,admin/img_prod/LAM56/LAM56-720X540.png
5,FUM56,Artículos de fumador,Juego ceniceros loza rosa,Cenicero  ,admin/img_prod/FUM56/FUM56-720X540.png
6,M56,Mesa,Mesa francesa dorada tapa damasco rojo,Frances  Auxiliar  ,admin/img_prod/M56/M56-1-720x540.png
7,DES56,Atrezzo despacho,Máquina de escribir Triumph,Despacho  Máquinas de escribir  ,admin/img_prod/DES56/DES56-720x540.png
8,BA56,Baño,Palanganero curvado nogal con espejo,Rústico  ,admin/img_prod/BA56/BA56-1-720x540.png
9,ADO56,Adornos,Máscaras de madera africanas,Adorno  ,admin/img_prod/ADO56/ADO56-720x540.png
10,BEB56,Bebé,Cuna de bebé de madera con soporte balancín,Cuna  Rústico  ,admin/img_prod/BEB56/BEB56-1-720x540.png
11,CST56,Moda y costura,Máquina de coser SINGER con su mesa tapa formica verde,Máquinas de coser  ,admin/img_prod/CST56/CST56-720x540.png
12,COL56,Atrezzo colegio,Mesa de colegio para preescolar tubo gris y formica blanco (silla a juego),Pupitres  ,admin/img_prod/COL56/PUP12-1-720x540.png
13,MC56,Macetero,Peana capitel escayola tallada,Columna  Griego  Jardín  ,admin/img_prod/MC56/MC56-1-720x540.png
14,ME56,Mesilla,Mesilla valenciana nogal y clara,Dormitorio  Valenciano  ,admin/img_prod/ME56/ME56-1-720x540.png
15,REL56,Reloj,Reloj de mesa impero metal remate copa,Despacho  ,admin/img_prod/REL56/REL56-720x540.png
16,TEL56,Telefonía,Teléfonos inalámbricos modernos,,admin/img_prod/TEL56/TLF56-720x540.png
17,MYN56,Maletas y neceseres de viaje,Maleta negra piel cocodrilo cierres metal,Viaje  ,admin/img_prod/MYN56/MYN56-720x540.png
18,JUG56,Juguetes,Juguetes antiguos madera pequeños,Juguete  ,admin/img_prod/JUG56/JUG56-720x540.png
19,JAR56,Jarrones y jarras,Jarrón cristal negro y verde grande,Adorno  Decoración  Salón  ,admin/img_prod/JAR56/JAR56-720x540.png
20,MYS56,Tocadiscos y altavoces,Tocadiscos antiguo de maleta caja madera Werner,Electrónica  Musica  Sonido  ,admin/img_prod/MYS56/MYS56-720x540.png
21,ML56,Librería,Descatalogado,Descatalogado  ,admin/img_prod/ML56/LOGOTIPO VAZQUEZ- 720x540.png
22,MED56,Atrezzo medicina,Órganos de plástico de laboratorio,Hospital  Medicina  ,admin/img_prod/MED56/MED56-720x540.png
23,HOS56,Hospitales,HORNO ESTERILIZADOR NIQUELADO Y CHAPA VERDE,Hospital  Medicina  ,admin/img_prod/HOS56/HOS56-720x540.png
24,VAA56,Atrezzo vario,Caja limpiabotas antigua madera forma con banqueta,Cajas  Calle  Oficios  ,admin/img_prod/VAA56/VAA56-720x540.png
25,SI56,Sillón,Sillón nogal tapizado rosa,Salón  ,admin/img_prod/SI56/SI56-1-720X540.png
26,MV56,Muebles varios,Chifonier de pino 5 cajones,Chifonier  ,admin/img_prod/MV56/MV56-1-720x540.png
27,ESTAT56,Estatua,Ménsula de escayola verde con guirnalda,Ménsula  ,admin/img_prod/ESTAT56/ESTAT56-1-720x540.png
28,EST56,Estufa,Estufa eléctrica ovalada gris y oro,Calefaccion  ,admin/img_prod/EST56/EST56-1-720x540.png
29,SIL56,Silla,Silla inglesa caoba tallada asiento tapizado,Comedor  Inglesa  Salón  ,admin/img_prod/SIL56/SIL56 (HAY 2) 720x540.png
30,S56,Sofá,Sofá skay marrón capitoné forma,Salón  ,admin/img_prod/S56/S56-1-720X540.png
31,TYV56,Televisores y vídeos,"Televisión portátil plástico rojo Inter 14""",Televisor  ,admin/img_prod/TYV56/TYV56-1-720x540.png
32,PV56,Pie de vela,Candelabro de metal liso 5 luces peana redonda,Candelabro  ,admin/img_prod/PV56/PV56-720x540.png
33,TP56,Tapices y estandartes,Tapiz en bastidor escena taberna,Palacio  ,admin/img_prod/TP56/TP56-720x540.png
34,PER56,Perchero,Perchero de colgar valenciano claro liso 4 boliches,Recibidor  Valenciano  ,admin/img_prod/PER56/PER56-1-720x540.png
35,BAU56,Baul,Baúl de fibra cierres cuero,Viaje  Almacenaje  ,admin/img_prod/BAU56/BAU56-1-720x540.png
36,CDM56,Centro de mesa,Centro de mesa fibra negro redondo,,admin/img_prod/CDM56/CDM56-720x540.png
37,FIG56,Figuras,Figura de loza tipo Lladró,Adorno  ,admin/img_prod/FIG56/FIG56-720x540.png
38,REG56,Religión,Rosario de monje,Religioso  ,admin/img_prod/REG56/REG56-720x540.png
39,RU56,Rural,Máquina de prensar queso figura,Oficios  ,admin/img_prod/RU56/RU56-720x540.png
40,MUS56,Instrumentos musicales,Metrónomo nogal,Musica  ,admin/img_prod/MUS56/MUS56-720x540.png
41,ALF57,Alfombra,Alfombra moqueta gris,Comedor  Salón  ,admin/img_prod/ALF57/ALF57-720x540.png
42,AFC57,Alfombra de cama,Alfombrín de cama jarapa con fleco,Dormitorio  ,admin/img_prod/AFC57/AFC57-720x540.png
43,AP57,Aparador,Descatalogado,Descatalogado  ,admin/img_prod/AP57/LOGOTIPO VAZQUEZ- 720x540.png
44,AR57,Armario,Descatalogado,Descatalogado  ,admin/img_prod/AR57/LOGOTIPO VAZQUEZ- 720x540.png
45,BAC57,Banco,Banco de gimnasio listones con estante,Gimnasio  ,admin/img_prod/BAC57/BAC57-2-720x540.png
46,BAN57,Banqueta,Banqueta patas niqueladas asiento tapizado,Cocina  ,admin/img_prod/BAN57/BAN57-1-720x540.png
47,MUS57,Instrumentos musicales,Bandoneón,Musica  ,admin/img_prod/MUS57/MUS57-720x540.png
0,CA57,Cama,Cama inglesa marquetería cabecero forma,Dormitorio  Inglesa  ,admin/img_prod/CA57/CA57-720x540.png
1,CO57,Cocinas,Lavadora automática carga superior PONTIA,Electrodomestico  ,admin/img_prod/CO57/CO57-720x540.png
2,COM57,Comoda,Tocador lavabo caoba cajón faldón entero,Dormitorio  Tocador  ,admin/img_prod/COM57/COM57-1-720x540.png
3,CON57,Consola,,Descatalogado  ,admin/img_prod/CON57/LOGOTIPO VAZQUEZ- 720x540.png
4,CU57,Cuadro,Cuadro marco fino dorado tallado óleo paisaje,Paisaje  ,admin/img_prod/CU57/CU57-720x540.png
5,ANU57,Carteles y anuncios,Cartel cartón papel de fumar,Tienda  ,admin/img_prod/ANU57/ANU57-720x540.png
6,ESP57,Espejo,Espejo de pared Luis XV caoba y oro,Frances  Salón  ,admin/img_prod/ESP57/ESP57-720x540.png
7,ES57,Estanteria,Estantería de pino 3 baldas,Dormitorio  Rústico  ,admin/img_prod/ES57/ES57-1-720x540.png
8,F57,Fichero,descatalogado,Descatalogado  ,admin/img_prod/F57/LOGOTIPO VAZQUEZ- 720x540.png
9,DPT57,Deporte,Par de bastones de esquíes antiguos de caña,Nieve  ,admin/img_prod/DPT57/DPT57-720x540.png
10,LAM57,Lámpara,Lámpara de mesa acero grande,Lámpara de mesa  Salón  ,admin/img_prod/LAM57/LAM57-720X540.png
11,FUM57,Artículos de fumador,Cenicero loza pequeños diferentes,Cenicero  ,admin/img_prod/FUM57/FUM57-720X540.png
12,M57,Mesa,Mesa francesa blanca y oro tapa tela gris,Auxiliar  Frances  ,admin/img_prod/M57/M57-1-720x540.png
13,DES57,Atrezzo despacho,tintero doble de baquelita marrón,Despacho  Escribanías y tinteros  ,admin/img_prod/DES57/DES57-720x540.png
14,BA57,Baño,Palanganero curvado con palangana,Rústico  ,admin/img_prod/BA57/BA57-720x540.png
15,BEB57,Bebé,Cuna de bebé tubo metal rayado,Cuna  ,admin/img_prod/BEB57/BEB57-1-720x540.png
16,CST57,Moda y costura,Máquina de coser HEXAGON con pie SINGER,Máquinas de coser  ,admin/img_prod/CST57/CST57-720x540.png
17,COL57,Atrezzo colegio,Silla de colegio tubo gris y formica blanca (juego mesa de colegio),Pupitres  ,admin/img_prod/COL57/PUP12-2-720x540.png
18,MC57,Macetero,Columna escayola redonda estriada,Jardín  Columna  ,admin/img_prod/MC57/MC57-720x540.png
19,ME57,Mesilla,,Descatalogado  ,admin/img_prod/ME57/LOGOTIPO VAZQUEZ- 720x540.png
20,REL57,Reloj,Reloj de mesa isabelino pastora aplicaciones nácar peana madera,Despacho  ,admin/img_prod/REL57/REL57-720x540.png
21,TEL57,Telefonía,Teléfonos móviles 1ª generación,,admin/img_prod/TEL57/TLF57-720x540.png
22,MYN57,Maletas y neceseres de viaje,Maleta piel negra cantoneras negras,Viaje  ,admin/img_prod/MYN57/MYN57-720x540.png
23,JUG57,Juguetes,Juegos mecano antiguos con sus cajas,Juguete  ,admin/img_prod/JUG57/JUG57-720x540.png
24,JAR57,Jarrones y jarras,Jarrón cristal ondas,Adorno  Decoración  Salón  ,admin/img_prod/JAR57/JAR57-720x540.png
25,MYS57,Tocadiscos y altavoces,Tocadiscos antiguo de maleta caja platico gris,Electrónica  Musica  Sonido  ,admin/img_prod/MYS57/MYS57-720x540.png
26,ML57,Librería,Descatalogado,Descatalogado  ,admin/img_prod/ML57/LOGOTIPO VAZQUEZ- 720x540.png
27,MED57,Atrezzo medicina,Probetas de cristal,Hospital  Medicina  ,admin/img_prod/MED57/MED57-720x540.png
28,HOS57,Hospitales,Sillón de óptico reclinable y elevable skay,Hospital  Medicina  Oficios  ,admin/img_prod/HOS57/HOS57-1-720x540.png
29,VAA57,Atrezzo vario,Hamaca de árbol de cuerda,Camping  ,admin/img_prod/VAA57/VAA57-720x540.png
30,SI57,Sillón,Sillón capitoné tapizado skay marrón (juego sofá S-57),Años setenta  Salón  Tresillo  ,admin/img_prod/SI57/SI57-1-720x540.png
31,MV57,Muebles varios,,Descatalogado  ,admin/img_prod/MV57/LOGOTIPO VAZQUEZ- 720x540.png
32,ESTAT57,Estatua,Esqueleto ambientado sin pie,Esqueleto  Medicina  ,admin/img_prod/ESTAT57/ESTAT57-720x540.png
33,EST57,Estufa,Estufa infrarrojos chapa marrón,Calefaccion  ,admin/img_prod/EST57/EST57-1-720x540.png
34,SIL57,Silla,Silla volante crema asiento tela colores,Comedor  ,admin/img_prod/SIL57/SIL57-1-720x540.png
35,BAU57,Baul,Baúl fibra pintado verde tapa recta,Viaje  ,admin/img_prod/BAU57/BAU57-1-720x540.png
36,S57,Sofá,Sofá chester capitoné tapizado skay marrón,Americano  Salón  Tresillo  ,admin/img_prod/S57/S57-1-720x540.png
37,TYV57,Televisores y vídeos,"Televisión portátil caja plástico morado con tapa Sony 
14""",Televisor  ,admin/img_prod/TYV57/TYV57-1-720x540.png
38,PV57,Pie de vela,Candelabro de metal blanco 5 luces,Candelabro  ,admin/img_prod/PV57/PV57-720x540.png
39,TP57,Tapices y estandartes,Tapiz bordado en bastidor Petrarca,Palacio  ,admin/img_prod/TP57/TP57-720x540.png
40,PER57,Perchero,Perchero de colgar nogal con ganchos y barras metal,Recibidor  ,admin/img_prod/PER57/PER57-1-720x540.png
41,CDM57,Centro de mesa,Centro de mesa cristal tallado rosa,,admin/img_prod/CDM57/CDM57-720x540.png
42,FIG57,Figuras,Figura mediana oriental,Adorno  ,admin/img_prod/FIG57/FIG57-720x540.png
43,REG57,Religión,Tríptico religioso con estampas,Religioso  ,admin/img_prod/REG57/REG57-720x540.png
44,RU57,Rural,Tajo de madera 4 patas,,admin/img_prod/RU57/RU57-720x540.png
45,ALF58,Alfombra,Alfombra dibujos geométricos marrones,Comedor  Salón  ,admin/img_prod/ALF58/ALF58-720x540.png
46,AFC58,Alfombra de cama,Alfombrines de cama crema con flores,Dormitorio  ,admin/img_prod/AFC58/AFC58-720x540.png
47,AP58,Aparador,Aparador embero 6 cajones,Comedor  ,admin/img_prod/AP58/AP58-1-720x540.png
0,AR58,Armario,Armario rústico 2 puertas oscuro,Dormitorio  Rústico  ,admin/img_prod/AR58/AR58-720x540.png
1,BAC58,Banco,Banco de gimnasio listones,Gimnasio  ,admin/img_prod/BAC58/BAC58-1-720x540.png
2,BAN58,Banqueta,Banqueta cuadrada de enea,Enea  Rústico  ,admin/img_prod/BAN58/BAN58-1-720x540.png
3,CA58,Cama,Cama cubista medio punto borde crema,Cubista  Dormitorio  ,admin/img_prod/CA58/CA58-720x540.png
4,CO58,Cocinas,Lavadora automática carga superior Balay,Electrodomestico  ,admin/img_prod/CO58/CO58-720x540.png
5,COM58,Comoda,Tocador lavabo pata torneada 2 cajones con entrepaño,Dormitorio  Tocador  ,admin/img_prod/COM58/COM58-1-720x540.png
6,CON58,Consola,Consola imitación tronco tapa cristal,Recibidor  ,admin/img_prod/CON58/CON58-720x540.png
7,CU58,Cuadro,Cuadro marco tallado oscuro lámina fiesta campestre,Paisaje  ,admin/img_prod/CU58/CU58-720x540.png
8,ANU58,Carteles y anuncios,Cartel chapa Oxford,Tienda  ,admin/img_prod/ANU58/ANU58-720x540.png
9,ESP58,Espejo,Espejo de pared Luis XV plateado tallado,Frances  Salón  ,admin/img_prod/ESP58/ESP58-720x540.png
10,ES58,Estanteria,Estante de pared de mimbre,Atrezzo baño  Dormitorio  Mimbre  ,admin/img_prod/ES58/ES58-720x540.png
11,DPT58,Deporte,Mesa de ping-pong patas madera,Pingpong  ,admin/img_prod/DPT58/DPT58-1-720x540.png
12,LAM58,Lámpara,Lámpara de mesa de biblioteca con globos,Biblioteca  Lámpara de mesa  ,admin/img_prod/LAM58/LAM58-720X540.png
13,MUS58,Instrumentos musicales,Guitarra española,Musica  ,admin/img_prod/MUS58/MUS58-720x540.png
14,FUM58,Artículos de fumador,Ceniceros loza pequeños serigrafiados diferentes,Cenicero  ,admin/img_prod/FUM58/FUM58-720X540.png
15,M58,Mesa,Mesa francesa pintada marrón tapa piedra,Auxiliar  Frances  ,admin/img_prod/M58/M58-1-720x540.png
16,DES58,Atrezzo despacho,Tintero de metal con tapa redondo,Despacho  Escribanías y tinteros  ,admin/img_prod/DES58/DES58-720x540.png
17,BA58,Baño,Palanganero redondo con palangana,Rústico  ,admin/img_prod/BA58/BA58-1-720x540.png
18,BEB58,Bebé,Cuna de bebé balancín en madera,Cuna  Rústico  ,admin/img_prod/BEB58/BEB58-720x540.png
19,CST58,Moda y costura,Máquina de coser antigua con estuche nogal,Máquinas de coser  ,admin/img_prod/CST58/CST58-720x540.png
20,COL58,Atrezzo colegio,Mesa de colegio doble tubo gris y tapa blanca.,Pupitres  ,admin/img_prod/COL58/COL58-1-720x540.png
21,MC58,Macetero,Columna escayola redonda estriada,Columna  Jardín  ,admin/img_prod/MC58/MC58-1-720x540.png
22,ME58,Mesilla,Mesilla valenciana nogal 2 cajones,Dormitorio  Valenciano  ,admin/img_prod/ME58/ME58-1-720x540.png
23,REL58,Reloj,Reloj de mesa loza con lamparas,Salón  ,admin/img_prod/REL58/REL58-720x540.png
24,TEL58,Telefonía,Teléfonos móviles 2ª generación,,admin/img_prod/TEL58/TLF58-720x540.png
25,MYN58,Maletas y neceseres de viaje,Maletas rígidas cuero negro cierres metal,Viaje  ,admin/img_prod/MYN58/MYN58-720x540.png
26,JUG58,Juguetes,Muñeco Madelman con uniforme militar,Juguete  ,admin/img_prod/JUG58/JUG58-720x540.png
27,JAR58,Jarrones y jarras,Jarrón cristal roca tallado antiguo,Adorno  Decoración  Salón  ,admin/img_prod/JAR58/JAR58-720x540.png
28,MYS58,Tocadiscos y altavoces,Tocadiscos antiguo de maleta naranja,Electrónica  Musica  Sonido  ,admin/img_prod/MYS58/MYS58-720x540.png
29,ML58,Librería,Descatalogado,Descatalogado  ,admin/img_prod/ML58/LOGOTIPO VAZQUEZ- 720x540.png
30,MED58,Atrezzo medicina,Recipiente chapa antiguo para vahos,Hospital  Medicina  ,admin/img_prod/MED58/MED58-720x540.png
31,HOS58,Hospitales,Aparato óptica con mesa regulable,Hospital  Medicina  Oficios  ,admin/img_prod/HOS58/HOS58-720x540.png
32,VAA58,Atrezzo vario,Candilejas de chapa antiguas grandes,Teatro  ,admin/img_prod/VAA58/VAA58-720x540.png
33,SI58,Sillón,Sillón capitoné tapizado skay marrón,Salón  Tresillo  ,admin/img_prod/SI58/SI58-720x540.png
34,MV58,Muebles varios,Chifonier madera 5 cajones claro,Chifonier  Dormitorio  ,admin/img_prod/MV58/MV58-1-720x540.png
35,ESTAT58,Estatua,Estatua tigre fibra blanco,,admin/img_prod/ESTAT58/ESTAT58-1-720x540.png
36,EST58,Estufa,Estufa de butano pequeña con ruedas,Calefaccion  ,admin/img_prod/EST58/EST58-720x540.png
37,SIL58,Silla,Silla valenciana nogal asiento tapizado,Comedor  Valenciano  ,admin/img_prod/SIL58/SIL58-1-720x540.png
38,S58,Sofá,Sofá capitoné tapizado skay marrón con 2 sillones a juego SI-58,Salón  Tresillo  ,admin/img_prod/S58/S58-720x540.png
39,TYV58,Televisores y vídeos,Televisores mini diferentes,Televisor  ,admin/img_prod/TYV58/TYV58-720x540.png
40,PV58,Pie de vela,Candelabro plateado 4 luces con peana redonda plomo,Candelabro  ,admin/img_prod/PV58/PV58-720x540.png
41,TP58,Tapices y estandartes,Tapiz serigrafiado con bastidor de la catedral de Milan,Salón  ,admin/img_prod/TP58/TP58-720x540.png
42,PER58,Perchero,Perchero de colgar caoba y damasco crema con 3 boliches,Recibidor  ,admin/img_prod/PER58/PER58-1-720x540.png
43,BAU58,Baul,Baúl maleta lona,Viaje  ,admin/img_prod/BAU58/BAU58-720x540.png
44,CDM58,Centro de mesa,Centro de mesa cristal verde forma hoja,,admin/img_prod/CDM58/CDM58-720x540.png
45,FIG58,Figuras,Figura de madera talla antigua policromada niño,,admin/img_prod/FIG58/FIG58-720x540.png
46,REG58,Religión,Bastón de cofrade,Religioso  ,admin/img_prod/REG58/REG58-720x540.png
47,RU58,Rural,Estera de esparto rectangular,Rústico  ,admin/img_prod/RU58/RU58-720x540.png
0,ALF59,Alfombra,Alfombra moqueta crema franja marrón,Comedor  Salón  ,admin/img_prod/ALF59/ALF059-720X540.png
1,AFC59,Alfombra de cama,Alfombrín de cama persa rojo con fleco,Arabe  Dormitorio  ,admin/img_prod/AFC59/AFC59-720x540.png
2,AP59,Aparador,Aparador 1900 con vitrina pintado,Cocina  Comedor  Estilo mil novecientos  ,admin/img_prod/AP59/AP59-1-720x540.png
3,AR59,Armario,Armario de pino 3 puertas y 2 cajones,Dormitorio  ,admin/img_prod/AR59/AR59-1-720x540.png
4,BAC59,Banco,Banco de zapatero de madera,Rústico  Zapatero  ,admin/img_prod/BAC59/BAC59-1-720x540.png
5,BAN59,Banqueta,Banqueta cuadrada madera pintada,Cocina  ,admin/img_prod/BAN59/BAN59-1-720x540.png
6,CA59,Cama,Cama palos torneados y marquetería,Dormitorio  ,admin/img_prod/CA59/CA59-720x540.png
7,CO59,Cocinas,Lavadora automática de carga superior,Electrodomestico  ,admin/img_prod/CO59/CO59-720x540.png
8,COM59,Comoda,Tocador lavabo caoba con cajón,Dormitorio  Tocador  ,admin/img_prod/COM59/COM59-1-720x540.png
9,CON59,Consola,Consola de pared metal forjado 2 patas tapa mármol,Recibidor  ,admin/img_prod/CON59/CON59-1-720x540.png
10,CU59,Cuadro,Cuadro marco madera fino mapa Argentina,Colegio  Grabado  ,admin/img_prod/CU59/CU59-720x540.png
11,ANU59,Carteles y anuncios,Cartel de cine festival de Canes,Cine  ,admin/img_prod/ANU59/ANU59-720x540.png
12,ESP59,Espejo,Espejo de pared Luis XV tallado decapé,Frances  Salón  ,admin/img_prod/ESP59/ESP59-1-720x540.png
13,ES59,Estanteria,Estantería de suelo de mimbre,Atrezzo baño  Mimbre  ,admin/img_prod/ES59/ES59-720x540.png
14,DPT59,Deporte,Mesa de pingpong de niño plegable regulable,Pingpong  ,admin/img_prod/DPT59/DPT59-720x540.png
15,LAM59,Lámpara,Lampara de mesa de biblioteca,Biblioteca  Lámpara de mesa  ,admin/img_prod/LAM59/LAM59-720x540.png
16,FUM59,Artículos de fumador,Juego ceniceros loza triangulares colores,Cenicero  ,admin/img_prod/FUM59/FUM59-720X540.png
17,M59,Mesa,Mesa francesa dorada tapa forma,Auxiliar  Frances  ,admin/img_prod/M59/M59-1-720x540.png
18,DES59,Atrezzo despacho,Tintero de Talavera con su salvadera,Despacho  Escribanías y tinteros  ,admin/img_prod/DES59/DES59-720x540.png
19,BA59,Baño,Pie de palangana curvado blanco,Rústico  ,admin/img_prod/BA59/BA59-1-720x540.png
20,BEB59,Bebé,Cuna moies de caña con ruedas,Cuna  Mimbre  ,admin/img_prod/BEB59/BEB59-1-720x540.png
21,CST59,Moda y costura,Pie de máquina de coser HAUMANN,Máquinas de coser  ,admin/img_prod/CST59/CST59-720x540.png
22,COL59,Atrezzo colegio,Silla de colegio tubo gris y blanca.,Pupitres  ,admin/img_prod/COL59/COL59-1-720x540.png
23,MC59,Macetero,Peana capitel escayola tallada,Columna  Griego  Jardín  ,admin/img_prod/MC59/MC59-720x540.png
24,ME59,Mesilla,Mesilla valenciana con copete,Dormitorio  Valenciano  ,admin/img_prod/ME59/ME59-1-720x540.png
25,REL59,Reloj,Reloj de mesa marco madera ovalado,Despacho  ,admin/img_prod/REL59/REL59-720x540.png
26,TEL59,Telefonía,Teléfonos móviles 3ª generación,,admin/img_prod/TEL59/TLF59-720x540.png
27,MYN59,Maletas y neceseres de viaje,Maleta skay gris con correas y ruedas,Viaje  ,admin/img_prod/MYN59/MYN59-720x540.png
28,JUG59,Juguetes,Mandolinas de juguete con sus cajas,Juguete  ,admin/img_prod/JUG59/JUG59-720x540.png
29,JAR59,Jarrones y jarras,Jarrón cristal tallado grande,Adorno  Decoración  Salón  ,admin/img_prod/JAR59/JAR59-720x540.png
30,MYS59,Tocadiscos y altavoces,Tocadiscos de maleta estéreo caja gris,Electrónica  Musica  Sonido  ,admin/img_prod/MYS59/MYS59-720x540.png
31,ML59,Librería,Mueble librería americano bajo nogal,Americano  Comedor  Despacho  ,admin/img_prod/ML59/ML59-1-720x540.png
32,MED59,Atrezzo medicina,Termómetros,Hospital  Medicina  ,admin/img_prod/MED59/MED59-720x540.png
